1 --> {1=0.00572233711565794, 2=0.008847440297185784, 3=0.011168516158380793, 4=0.007027453613732049, 5=0.0055622535470871435, 6=0.004525608172153268, 7=0.005576614892629968, 8=0.002137428691571208, 9=0.007288670309439902, 10=0.011509224516420375, 11=0.008650472785995619, 12=0.0036370010469427105, 13=0.003912549412360842}
576 --> {1=0.006704101273739245, 2=0.011842205559078032, 3=0.00557064065075629, 4=0.004289790594985599, 5=0.008590512489070305, 6=0.0037999026872384757, 7=0.0057986716428576465, 8=0.0, 9=0.005620575670289818, 10=0.018213603053349684, 11=7.735371543784068E-4, 12=6.703386958149734E-4, 13=0.0019652286241995803}
577 --> {1=0.0029454359491039575, 2=0.005302452642668362, 3=0.0044500072499053175, 4=0.011901235557884639, 5=0.01827807848643512, 6=0.004813768346363713, 7=0.013285129481275023, 8=0.0, 9=0.011781431284170042, 10=0.047797063308844846, 11=0.001878590232061845, 12=0.0, 13=0.004772698087341838}
578 --> {1=0.0, 2=0.004288780626373816, 3=0.0035992975641198225, 4=0.0, 5=0.0, 6=0.0019252052586270108, 7=0.0017947216994596293, 8=0.0, 9=0.0039617467572824906, 10=0.010538444209400092, 11=0.006422428840460565, 12=0.0, 13=0.0}
579 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.05212628062069114, 9=0.0, 10=0.003383797640067026, 11=0.0, 12=0.0, 13=0.0}
580 --> {1=0.0, 2=0.0, 3=0.0, 4=0.007442823806320005, 5=0.0, 6=0.01324940122798641, 7=0.0, 8=0.0, 9=0.0, 10=0.007252633194481805, 11=0.0, 12=0.0, 13=0.0}
581 --> {1=0.0, 2=0.006293915210725712, 3=0.029575955770163927, 4=0.02247890707557832, 5=0.0, 6=0.007781893175911518, 7=0.005298033594184021, 8=0.0, 9=0.024140097155117248, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
582 --> {1=0.0, 2=0.0030352145143467016, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
583 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.01555425472865012, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
584 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0023071575089860645, 5=0.0, 6=0.0, 7=0.0017223792842640294, 8=0.0, 9=0.0026705229527709284, 10=0.0016058581652419186, 11=0.0, 12=0.0, 13=0.007906475509280194}
585 --> {1=0.01230122842340132, 2=0.014321508140125299, 3=0.01789248644216626, 4=0.0, 5=0.0, 6=9.416436377362752E-4, 7=0.004716629590702251, 8=0.0, 9=0.012135399300610004, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
586 --> {1=5.956900836683643E-4, 2=0.010457948085671506, 3=0.010509983881358884, 4=0.009095281372212296, 5=0.009477522178151544, 6=0.004489148627574847, 7=0.008733243634357743, 8=0.0, 9=0.010173997068986662, 10=0.03228320069046973, 11=0.0027280369102533645, 12=0.010374647310980525, 13=0.0024747323415846567}
587 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
588 --> {1=0.0013354570006119677, 2=0.010530030585438733, 3=0.009823173087943487, 4=0.009899020118460711, 5=0.013548310460028315, 6=0.0013364622269301028, 7=0.0055445692616626985, 8=0.0017685820409214382, 9=0.010298389504584454, 10=0.009106801526674842, 11=0.004720064437265348, 12=8.141344018466436E-4, 13=0.0020858843486830448}
589 --> {1=0.00339307505335926, 2=0.005673093758354494, 3=0.004526236536002779, 4=0.003795578096199597, 5=0.0028962461843740042, 6=0.0024812814928507287, 7=0.008189201818940003, 8=9.653021262200168E-4, 9=0.008850555358127697, 10=0.009735913254084419, 11=0.0054440915255182755, 12=0.0023906807307661647, 13=0.0018164482012189554}
590 --> {1=0.006111307083996206, 2=0.015622635131548844, 3=0.010471046430337682, 4=0.004668139082470194, 5=0.005755847531176541, 6=0.00330304584880522, 7=0.002200124471755497, 8=0.0022947951311301797, 9=0.0021530507075136133, 10=0.005402816625736122, 11=0.009895661172046197, 12=0.0044208611372213834, 13=0.005518104557272572}
591 --> {1=0.00162322243795985, 2=0.003846346431477032, 3=0.0038313475157196308, 4=0.0079158579395277, 5=0.006479528201028719, 6=0.004844904760071777, 7=0.005547364931016098, 8=0.0014786335480488275, 9=0.012499046995136442, 10=0.018938116461263654, 11=0.002741275173942847, 12=0.0013892380045067653, 13=0.0016854430502718407}
592 --> {1=0.0038305923245891926, 2=0.009029204608831692, 3=0.006240471410806731, 4=0.01204085856797993, 5=0.010552538024498416, 6=0.008707875418768971, 7=0.004662950379750122, 8=0.0, 9=0.010533054739045486, 10=0.0175192410972273, 11=0.0015989594128312606, 12=3.8611261890710295E-4, 13=0.008329517880812643}
593 --> {1=0.0023173430411315326, 2=0.003913904604041813, 3=0.0, 4=0.0, 5=0.0017860108646997551, 6=0.0, 7=0.012614817904315992, 8=0.0, 9=0.003954405312424206, 10=0.005610088319718593, 11=0.0, 12=0.0, 13=0.0}
594 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
595 --> {1=5.120925340692508E-4, 2=0.004799188084926746, 3=0.0037387508939151623, 4=0.017309645536955152, 5=0.011201654192688867, 6=0.010925069949090645, 7=0.011207493950523404, 8=0.0, 9=0.017711127985254264, 10=0.03937091201704174, 11=0.003908721875877033, 12=2.589588476588452E-4, 13=0.0035178192932282027}
596 --> {1=0.014206305030644847, 2=0.013240606384313628, 3=0.014255746073431793, 4=0.006259144715089957, 5=0.009225512014494853, 6=0.003240709013816172, 7=0.006341789312010348, 8=0.0015510751886635191, 9=0.010869434554508008, 10=0.010392232047772466, 11=0.008205875983990498, 12=0.0037520846493179507, 13=0.007167059759304698}
597 --> {1=0.007118006650689717, 2=0.0072248819512397075, 3=0.004729462067003472, 4=0.005905387072939045, 5=0.010520095065472036, 6=0.0044282240003923725, 7=0.007642742861786205, 8=0.0, 9=0.006164502348059799, 10=0.024641811110220537, 11=8.483955886730913E-4, 12=0.0, 13=0.002155412039444701}
598 --> {1=0.005664114156167121, 2=0.011340282964134883, 3=0.006448181387260696, 4=0.006489156234007595, 5=0.00838780331565026, 6=0.012751233448568884, 7=0.02862172200839548, 8=0.0027293457651805, 9=0.007640215179259789, 10=0.027420643808636028, 11=0.001985163339480629, 12=0.0, 13=0.007913110919235241}
599 --> {1=3.4776819015213165E-4, 2=0.0017315424348799016, 3=0.0014531721276923428, 4=0.004242424365011506, 5=4.1571220329792097E-4, 6=6.050115456809884E-4, 7=0.0028808893028741474, 8=8.050903055477618E-4, 9=0.005327635189837974, 10=0.0, 11=0.0011052707560261195, 12=0.0, 13=0.01082813724357283}
600 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.010341654256580254, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.016242228672321724, 11=0.0, 12=0.005156857080744924, 13=0.0}
601 --> {1=0.005633844680464534, 2=0.02055797953985226, 3=0.021080823450736703, 4=0.024905511746206227, 5=0.004081239964913027, 6=0.002444985786028209, 7=0.010388418851731664, 8=0.0, 9=0.020204083741203527, 10=0.009814704450070322, 11=0.008972041745664357, 12=0.0019680872422072233, 13=0.003065695351465807}
602 --> {1=0.0032937889003371744, 2=0.0029471120513663274, 3=0.0022722403493494756, 4=0.01130823581623643, 5=0.011362301630592379, 6=0.0020879296151259203, 7=0.002456101393870544, 8=0.0, 9=0.007341069601821462, 10=0.005185108558233861, 11=0.0029353573550882617, 12=4.685922005255294E-4, 13=0.0}
603 --> {1=0.002519862493904282, 2=0.005818295202021691, 3=0.00629140607014239, 4=0.005404823399637995, 5=0.007667808973681536, 6=0.004476595092908343, 7=0.00583330808831394, 8=2.8230439285440996E-4, 9=0.00449353586950428, 10=0.013961788156638646, 11=0.004467895867249018, 12=2.9599370984037787E-4, 13=0.003048405799864552}
604 --> {1=0.002445886233212268, 2=0.006763052724024117, 3=0.01931786459432889, 4=0.015486451881595984, 5=0.015843303922065722, 6=0.008342173430307414, 7=0.011951486918257983, 8=0.0, 9=0.012549814002741213, 10=0.02659423235691219, 11=0.005496562276434873, 12=4.8274003220074826E-4, 13=0.004423802077524494}
605 --> {1=0.003410203094104559, 2=0.004226444754222161, 3=0.008771521461986084, 4=0.007986507759886944, 5=9.159248805666102E-4, 6=0.0020013845167241185, 7=0.005696769676247272, 8=7.702605563333594E-4, 9=0.0057793319838621085, 10=0.010287095104450259, 11=0.0030019511872550362, 12=2.342961002627647E-4, 13=0.0016088744488942336}
606 --> {1=0.0021969193801150743, 2=0.010377998865987295, 3=0.014981419393546677, 4=0.011322925955740816, 5=0.004799704541314272, 6=0.0016506388345360167, 7=0.013753075958643746, 8=0.0019676725434819176, 9=0.011970495406104772, 10=0.014028437850973456, 11=0.009521909495416146, 12=2.8942459444223875E-4, 13=0.01150064479972584}
607 --> {1=0.0016195723991542902, 2=0.005138182141398527, 3=0.003099111407118456, 4=0.006573719705635139, 5=0.0057473969192318435, 6=0.003560560189893251, 7=0.005387149356029933, 8=0.0010736525279668174, 9=0.00783242580202327, 10=0.016009616981105694, 11=0.0017099654146700719, 12=2.946595001744827E-4, 13=0.0015960889332893426}
608 --> {1=0.015207752029723796, 2=0.00919637542859304, 3=0.009447871288018045, 4=0.0048258495223054455, 5=0.01515250749245506, 6=0.0016062548444471607, 7=0.005759868149799918, 8=0.0, 9=0.004619152153603706, 10=0.013462228343780202, 11=0.003774615706335972, 12=0.0, 13=0.0017857880430459732}
609 --> {1=7.724476803771776E-4, 2=0.0013590289164729004, 3=0.0011405455057665514, 4=0.0034726876245121515, 5=0.006092692828811707, 6=0.0014212365670139035, 7=0.004059295218558906, 8=0.0, 9=0.003927143761390014, 10=0.014744345328902125, 11=6.261967440206151E-4, 12=0.0, 13=0.0015908993624472792}
610 --> {1=0.00147467284435643, 2=0.001904540977482468, 3=0.0015983586707289746, 4=0.002209892124689551, 5=0.004343617965164388, 6=0.0013711396962517595, 7=0.0025831878663556676, 8=0.0, 9=0.002499091484520918, 10=0.011857530236445497, 11=3.9848883710402776E-4, 12=0.0, 13=0.0010123905033755413}
611 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.004021039913591938, 8=0.0, 9=0.002529969113151406, 10=0.0, 11=0.0, 12=0.0, 13=0.00788387034242459}
612 --> {1=0.0, 2=0.0033486320892428803, 3=0.0063903274648447585, 4=0.015329415625895435, 5=0.0023270364720565013, 6=0.020826559242108418, 7=0.0, 8=0.0, 9=0.017795267771112788, 10=0.004873012585186778, 11=0.0056943296411474, 12=0.0014657365306531397, 13=0.010494634318480477}
613 --> {1=0.0, 2=0.01211827352937299, 3=0.01868500437195876, 4=0.008733356163891337, 5=0.00980955662091673, 6=0.006183218017670086, 7=0.012245740271155443, 8=0.0019029966685882999, 9=0.008818928526018432, 10=0.02155653218767554, 11=0.0038928054226438275, 12=0.0016282688036932873, 13=0.0019652286241995803}
614 --> {1=0.0, 2=0.002820592010188268, 3=0.002367141347639913, 4=0.020708663890475733, 5=0.028492301360092835, 6=0.0047282739149842505, 7=0.007271377720579899, 8=0.0, 9=0.010431697070878718, 10=0.030501183884618484, 11=0.0023024944117665098, 12=0.0, 13=0.0025699143547225282}
615 --> {1=0.0046948705670537775, 2=0.008540635543937582, 3=0.0071676057572850884, 4=0.0, 5=0.005612114744521933, 6=0.0, 7=0.013505346071249978, 8=0.0, 9=0.013806421150499749, 10=0.0, 11=0.014921155206352612, 12=0.0, 13=0.010218984504886022}
616 --> {1=0.006792446327347574, 2=0.005853271607403665, 3=0.0035437757027470883, 4=0.0023263046676714814, 5=0.002385857528634544, 6=0.0024874164093173553, 7=0.002070451743704381, 8=0.0011318942160781663, 9=0.012633206623896491, 10=0.007899876100915809, 11=0.004200994182853911, 12=2.9879872796276865E-4, 13=0.006974897748477895}
617 --> {1=0.010377362895271478, 2=0.01802135460664082, 3=0.025501736781500684, 4=0.010622469990207082, 5=0.007948580735470072, 6=0.0029133934509059786, 7=0.013581695497931496, 8=0.005180529558787504, 9=0.009741543448947513, 10=0.01654672063501734, 11=0.004390048507881174, 12=0.00547940578195649, 13=0.0029914357805986354}
618 --> {1=0.0, 2=0.001904540977482468, 3=0.005406096221102919, 4=0.0058286711433181366, 5=0.005697107796303691, 6=0.0022159928473373764, 7=0.004243978426835276, 8=0.0, 9=0.00410352629432131, 10=0.0123564152677604, 11=3.9848883710402776E-4, 12=0.0, 13=0.0010123905033755413}
619 --> {1=0.0, 2=0.004017696051655229, 3=0.006311872065911795, 4=0.011215718597917921, 5=0.004665154373344249, 6=0.001751299330821466, 7=0.01301190444887625, 8=6.478753485646788E-4, 9=0.01527648549482375, 10=0.016444585403791203, 11=0.00660060458171782, 12=7.988964469160683E-4, 13=0.0033292539148869174}
620 --> {1=0.0, 2=6.329003047940554E-4, 3=0.0010250810650523515, 4=0.0027141228040751426, 5=0.0, 6=8.907614002457356E-4, 7=0.00218124852855285, 8=0.0011440756973573457, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=2.672730593940953E-4}
621 --> {1=0.0035828100343954393, 2=0.009831024444699356, 3=0.01425797064431115, 4=0.01625247498657612, 5=0.007347385055169511, 6=0.002931632418620802, 7=0.011009619412954414, 8=0.0, 9=0.02057082133888124, 10=0.020129790976015756, 11=0.002900517017637735, 12=4.920218105518058E-4, 13=0.00705891127422897}
622 --> {1=3.0539270819846063E-4, 2=0.002801317105485558, 3=0.008354954179276923, 4=0.020134886826080424, 5=0.015201740038659222, 6=0.0035076630983294785, 7=0.01757197729635029, 8=0.00175210766108504, 9=0.017480860697582947, 10=0.028823783426655446, 11=0.0034589960952515395, 12=0.0015350322579348844, 13=0.0016837928822114208}
623 --> {1=0.001508585630476865, 2=0.011438870622760706, 3=0.010968728563003904, 4=0.009395122643146655, 5=0.002904143851347037, 6=3.735733428943537E-4, 7=0.0034231128976806224, 8=0.0, 9=0.005911107716995527, 10=0.0028503357038429105, 11=0.0010657968004537581, 12=0.0013610410641779153, 13=0.006638042335947331}
624 --> {1=0.05532441810826555, 2=0.108090785888405, 3=0.05295092550160234, 4=0.0, 5=0.0, 6=0.001556698744896405, 7=0.006994566983017836, 8=0.005820980447927429, 9=0.009610268064181355, 10=0.008521264317360902, 11=0.029860335413276234, 12=0.04917792464927733, 13=0.0}
625 --> {1=0.0028845009277858164, 2=0.0036290774173837093, 3=0.0024316680717642214, 4=0.007952550012394694, 5=0.00913903924321756, 6=0.0037546122497486636, 7=0.027079184065241773, 8=0.0027649553143104517, 9=0.00949330880095951, 10=0.04090915308642995, 11=0.002020813858549037, 12=0.0, 13=0.0034897716475703394}
626 --> {1=0.04179435456568065, 2=0.02082278033828259, 3=0.02992135895668755, 4=0.032204581951976556, 5=0.048764714406436954, 6=0.010937719041953299, 7=0.03243640493811711, 8=0.0, 9=0.027083273542520648, 10=0.07175366690952237, 11=0.002630026324886583, 12=0.0, 13=0.0066817773222785735}
627 --> {1=5.800793997511748E-4, 2=0.004357576248694535, 3=0.005373815304531058, 4=0.006967687187651293, 5=0.0012369737295160024, 6=0.002119064536130022, 7=0.0025883660154620383, 8=0.0012383109541982923, 9=0.0057585884561111, 10=0.003946959668374998, 11=0.0027896080873500845, 12=4.051568127399137E-4, 13=0.0015302200685093112}
628 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.008058481327202006, 11=0.0, 12=0.0, 13=7.419312150568622E-4}
629 --> {1=0.0056756922526008625, 2=0.00976238449933351, 3=0.02081910592094689, 4=0.009115805014344398, 5=0.016590454843770433, 6=0.003730745988411497, 7=0.01596185823825716, 8=0.0, 9=0.04969456978239416, 10=0.05644735791612455, 11=0.0016437664530541145, 12=0.0, 13=0.004176110826424108}
630 --> {1=0.011850910374251476, 2=0.017193859422835266, 3=0.02121772579026854, 4=0.02009425222631305, 5=0.012940062474859898, 6=0.0036094709731054565, 7=0.015228870306232661, 8=0.0011641960895854859, 9=0.02235467517434111, 10=0.033949414558133946, 11=0.008895022018202726, 12=0.0083112189379762, 13=0.00582802229447266}
631 --> {1=0.03250285786961108, 2=0.03800686022580812, 3=0.031896711757499495, 4=0.0, 5=0.0, 6=0.00103779916326427, 7=0.004663044655345224, 8=0.0038806536319516195, 9=0.006406845376120903, 10=0.008929288612704948, 11=0.01990689027551749, 12=0.02770406312658734, 13=0.004236953825446783}
632 --> {1=0.0030913316898284427, 2=0.00934755394980331, 3=0.011796766755206335, 4=0.01235829064339094, 5=0.011565324652846699, 6=0.0037977652803361447, 7=0.013374418183238253, 8=5.874983310753938E-4, 9=0.018949405625704074, 10=0.03171972366097311, 11=0.006260612509302957, 12=5.739511902673152E-4, 13=0.002846076971963957}
633 --> {1=0.006678855233325462, 2=0.01313838664357715, 3=0.014810660400370665, 4=0.010926524815540626, 5=0.001143442695564486, 6=0.002617051730358023, 7=0.01118838793777655, 8=0.0012993843282115035, 9=0.01828830589706412, 10=0.013048364615955021, 11=0.00919617034636238, 12=2.811553203153176E-4, 13=0.004793501826181308}
634 --> {1=0.0, 2=0.0051624361119754405, 3=0.0031890339701495587, 4=0.006048481867222749, 5=0.007202684361142984, 6=0.004536848510073347, 7=0.008175029167773755, 8=0.0012292814003588787, 9=0.008941553515047615, 10=0.01956690178211939, 11=0.0012826446880854325, 12=3.435386444491725E-4, 13=0.002103071336097952}
635 --> {1=0.011517408057564718, 2=0.011416098625836571, 3=0.009053012993084256, 4=0.0016205875581056708, 5=0.0058309998583569176, 6=0.0018158334585364696, 7=0.00463381688522307, 8=0.00362746918980334, 9=0.004583813547709849, 10=0.008700182038483984, 11=0.005548196655707131, 12=0.004617343854431223, 13=0.004435822815894989}
636 --> {1=0.0, 2=0.0030974667967960732, 3=0.0, 4=0.0, 5=0.012922973506535226, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.004059271091681397, 11=0.0, 12=0.0, 13=0.0}
637 --> {1=0.0026806053765076397, 2=0.02943573228253936, 3=0.011139967489278426, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.012612766631249961, 10=0.016615529827220563, 11=0.0, 12=0.0, 13=0.0}
638 --> {1=0.00929910028402968, 2=0.014888006219873087, 3=0.01389121704650042, 4=0.015286975699231802, 5=0.02273653442797905, 6=0.007186778527410559, 7=0.008333131561856387, 8=0.0023446819818069226, 9=0.017533958002176695, 10=0.025959730961633423, 11=0.012618518129963625, 12=0.0049448118667712445, 13=0.006981808475396658}
639 --> {1=0.00182503647329137, 2=0.018922190144196296, 3=0.005390533448147509, 4=0.004051468895264177, 5=0.007108141633613658, 6=0.003718661746655907, 7=0.004735844421652057, 8=0.0, 9=0.004581667721621683, 10=0.01720173621705248, 11=7.305628680240509E-4, 12=0.0021171749887212016, 13=0.0018560492561884925}
640 --> {1=0.012875254156142619, 2=0.00441875235403315, 3=0.00370837447047682, 4=0.004152883516174917, 5=0.0011224229489043866, 6=0.0, 7=0.0058013519259252485, 8=0.0, 9=0.0027612842300999496, 10=0.0063710222700758224, 11=0.012264054139360154, 12=0.0, 13=0.0020437969009772044}
641 --> {1=0.01423714797920089, 2=0.01328734042903141, 3=0.008153384304643956, 4=0.005259588730439004, 5=0.007378734636383324, 6=0.01070970183968827, 7=0.008926966289590988, 8=0.0015406769845280823, 9=0.00900727620614406, 10=0.006973428026393347, 11=0.005957309243059755, 12=0.006296377983315304, 13=0.0013548367144027933}
642 --> {1=0.0, 2=0.011415842898372362, 3=0.009580582248439032, 4=0.029170576045902074, 5=0.05117861976201834, 6=0.01193838716291679, 7=0.03969328146518282, 8=0.005716572607530856, 9=0.03298800759567612, 10=0.12385250076277785, 11=0.005260052649773166, 12=0.0, 13=0.013363554644557147}
643 --> {1=0.012658058757809532, 2=0.014450715503376284, 3=0.012127555508724531, 4=0.0056472696704966945, 5=0.011822075366878553, 6=0.003361127218068554, 7=0.003563311891769539, 8=0.0014552451119818574, 9=0.008843781935200802, 10=0.005121003952968199, 11=0.009796314160380905, 12=0.010389023672470252, 13=0.008137726408840777}
644 --> {1=0.060942858505520774, 2=0.0659512375232835, 3=0.05534862919042479, 4=0.0, 5=0.0, 6=0.0019458734311205061, 7=0.008743208728772295, 8=0.007276225559909286, 9=0.012012835080226693, 10=0.010651580396701128, 11=0.03732541926659529, 12=0.05194511836235126, 13=0.0}
645 --> {1=0.0013233684021933293, 2=0.010640880607710445, 3=0.007497579165352652, 4=0.0, 5=0.0, 6=0.005567073469498906, 7=0.04429197893666444, 8=0.0028286560250927926, 9=0.02532867032028901, 10=0.04384948188384579, 11=0.0025235437325422674, 12=0.0, 13=0.058816081413698595}
646 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.01954735523275918, 9=0.0039617467572824906, 10=0.004215377683760037, 11=0.006422428840460565, 12=0.0, 13=0.0}
647 --> {1=0.023079958862065268, 2=0.012687309031163135, 3=0.0051119581797647124, 4=0.015565944841378892, 5=0.015093456806736781, 6=0.0015281161162676304, 7=0.008053269387312649, 8=0.0, 9=0.012627552338252204, 10=0.01227632561137735, 11=0.005607526091040223, 12=0.0012300545263795146, 13=0.0}
648 --> {1=0.0, 2=0.01305563707183605, 3=0.01459569911186829, 4=0.02083612574707291, 5=0.03723859830788705, 6=0.010727653983371433, 7=0.024355771311353438, 8=0.0, 9=0.023562862568340084, 10=0.1045498837463886, 11=0.00375718046412369, 12=0.0, 13=0.009545396174683677}
649 --> {1=0.01671603566684394, 2=0.014802765667880989, 3=0.012107917095656534, 4=0.0076758156047806924, 5=0.00920163860310169, 6=0.004608204585426144, 7=0.0065472122217978485, 8=0.008767080084928923, 9=0.013504213138397319, 10=0.014349919895746526, 11=0.007466722306493795, 12=0.009736574822754753, 13=0.0075392338518357385}
650 --> {1=0.0, 2=0.008933818806651448, 3=0.007497579165352652, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.008911050757935754, 10=0.0, 11=0.0, 12=0.0, 13=0.03336836683150734}
651 --> {1=0.01243139464332097, 2=0.012366851353048785, 3=0.029539383867220975, 4=0.026015529757278957, 5=0.0014808413913086826, 6=0.0037935574647617386, 7=0.01382136350411769, 8=0.0, 9=0.027322748424009582, 10=0.012791658036115294, 11=0.007795601689970198, 12=0.0, 13=0.0}
652 --> {1=0.0, 2=0.003071305961125736, 3=0.007364426946615572, 4=0.0, 5=0.0, 6=0.001394007699291268, 7=0.06892379269136895, 8=0.0, 9=0.0, 10=0.0, 11=0.015404312367200282, 12=0.0, 13=0.00969679000182995}
653 --> {1=0.003679743580865644, 2=0.0041456504944404485, 3=0.004986522792514665, 4=0.006335564933027746, 5=5.178626489362201E-4, 6=0.001563504365157055, 7=0.004434215973146571, 8=0.0031850071643666107, 9=0.005644292208430689, 10=0.0023449917492547262, 11=0.0016944103243270716, 12=1.9680872422072232E-4, 13=0.0034256265646473894}
654 --> {1=0.0025042679981962866, 2=0.0035958655087760588, 3=0.004081297430442097, 4=0.007510567748903931, 5=0.008103683727280339, 6=0.0021525804317191685, 7=0.009533526675450016, 8=0.0, 9=0.008921837257955477, 10=0.01856488961289558, 11=0.004741816674739718, 12=2.733454503065588E-4, 13=0.0036550081160879994}
655 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
656 --> {1=0.004159333663569418, 2=0.001819947208806103, 3=0.001527364564930191, 4=0.006865202446005363, 5=0.01016060997181113, 6=0.001971005204200291, 7=0.003278615044667856, 8=0.0, 9=0.004709781412084617, 10=0.012496805673017176, 11=0.001540218727688662, 12=0.0, 13=0.006664587964030115}
657 --> {1=0.009716604943076223, 2=0.015146156977283587, 3=0.011730289008661734, 4=0.005797843893154012, 5=0.007864497728231704, 6=0.004951273339785793, 7=0.002782545983276137, 8=0.0017558813030182354, 9=0.005310153681685919, 10=0.008832732136288846, 11=0.006413702429939825, 12=0.0062621780365217025, 13=5.839419717077727E-4}
658 --> {1=7.130286280404716E-4, 2=0.002520752694685019, 3=0.0018804493396217847, 4=0.0036255332284066727, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.009055421159502836, 10=0.005625430218229143, 11=0.0, 12=7.197952550363615E-4, 13=0.0}
659 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
660 --> {1=0.0029493456887128597, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=3.3986260631926066E-4}
661 --> {1=0.002044040850086335, 2=0.001927626650424495, 3=4.6809210464769256E-4, 4=0.004954951463340245, 5=6.251038026449143E-4, 6=0.0, 7=0.007317456124296111, 8=0.0010082467977257643, 9=0.005590813912826941, 10=0.005055855014133488, 11=0.0015068051513446596, 12=7.735285621117386E-4, 13=0.008147786830203993}
662 --> {1=0.007567589670134483, 2=0.008259911458122863, 3=0.023766898624412922, 4=0.0, 5=0.0, 6=0.0, 7=0.0070749443860533764, 8=0.0, 9=0.027471862172831554, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
663 --> {1=3.755896453643022E-4, 2=0.0028432995371943572, 3=8.462637365116587E-4, 4=0.006517994865633247, 5=0.009457660293502843, 6=0.00347135994641963, 7=0.0019850248503657823, 8=0.005500516798741638, 9=0.0077941276737187315, 10=0.005427622231209605, 11=0.0018649842456494774, 12=5.13933812095962E-4, 13=8.175187603908818E-4}
664 --> {1=0.01699326975326636, 2=0.011065274884137478, 3=0.01003692881796348, 4=0.007883553258065406, 5=0.0030338953371151236, 6=0.001537541788734172, 7=0.005011415500527211, 8=0.0022112132759021757, 9=0.007643251353003182, 10=0.008831070941067692, 11=0.004944553453871719, 12=0.004460026389636809, 13=0.0064853401202111345}
665 --> {1=0.027511411615668873, 2=0.01716098718040379, 3=0.004113482930422655, 4=0.0, 5=0.013137679230657512, 6=0.004701198971520889, 7=0.03922148455516644, 8=0.0024245623072223937, 9=0.007205186317748975, 10=0.04739082749403229, 11=0.002163037485036229, 12=0.0, 13=0.0014813897608720109}
666 --> {1=0.011904249489629795, 2=0.0156487316929863, 3=0.01454457839692634, 4=0.004885257040842197, 5=0.006259065241229082, 6=0.0029459964117781938, 7=0.004070693235989167, 8=0.0030997903884690307, 9=0.008848357001056021, 10=0.007499715586530183, 11=0.015830689659639373, 12=0.009894308259495478, 13=0.006891376238202114}
667 --> {1=0.004694870567053778, 2=0.012810953315906376, 3=0.010751408635927634, 4=0.0, 5=0.0011691905717754025, 6=0.0, 7=0.0016077792941964254, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.002554746126221506}
668 --> {1=0.019459516294631527, 2=0.0, 3=0.0, 4=0.08748012106136337, 5=0.0, 6=0.025954737376930857, 7=0.01004725829972077, 8=0.0, 9=0.0, 10=0.18360395399297397, 11=0.0, 12=0.0, 13=0.03345047330849313}
669 --> {1=0.006392089992584622, 2=0.01372913817119967, 3=0.02542988587729714, 4=0.01192524287321546, 5=0.0076368096817353735, 6=0.007930266658403502, 7=0.014582913596829497, 8=0.006291254197575632, 9=0.022913711302826538, 10=0.02378307770209432, 11=0.009117050293034034, 12=7.289212008174901E-4, 13=0.0025620493473516273}
